title,keywords
Happy Gilmore,"comedy, loss of mother, loss of father, golf, sport, taxes"
"Happy, Texas","small town, texas, con man, fraud, independent film, mistaken identity, in the closet, fish out of water, escaped convict, stolen identity, small town sheriff, ruse, beauty pageant, confidence man, small town thieves, gender stereotypes, gay couple, comedy, crime"
Hard Candy,"drama, thriller, suicide, rape, age difference, photographer, ice, shower, menace, lie, pedophilia, manipulation, bedroom, sadism, electric shock, coffee shop, castration, insanity, vigilante, sociopath, deception, neighbor, teenage girl, crying, torture, sadist, pedophile, cruelty, older man younger woman relationship, one day, justice, drinking, rooftop, held captive, mental illness, threat, sexual torture, screaming, electrical torture, childhood sexual abuse, photo studio, verbal abuse"
Hard Rain,"thriller, sheriff, rain, evacuation, armored car, crook, hoodlum"
Hardball,"gay, comedy, romance"
Hardflip,"drama, action, skateboarding, forgiveness, sport, family relationships, aftercreditsstinger"
Harley Davidson and the Marlboro Man,"corruption, harley davidson, drug dealer, los angeles, las vegas, action, thriller"
Harold & Kumar Escape from Guantanamo Bay,"adventure, comedy, terrorist, aftercreditsstinger, duringcreditsstinger"
Harold & Kumar Go to White Castle,"brother brother relationship, amsterdam, trip, road trip, cannabis, marijuana, police chase, smoking marijuana, buddy, stoner, fast food, one night, buddy comedy, munchies, crop circle, rich parents, car siren, blood spurting, adventure, comedy"
Harper,"drama, action, thriller, crime, mystery, private eye, lew harper"
Harriet the Spy,"spy, secret, nanny, notebook, binoculars, woman director, drama, comedy, family"
Harry Brown,"drama, action, thriller, crime, self-defense, widower"
Harry Potter and the Chamber of Secrets,"adventure, fantasy, family, flying car, witch, magic, cutting the cord, child hero, broom, sorcerer's apprentice, school of witchcraft, giant snake, black magic, aftercreditsstinger"
Harry Potter and the Goblet of Fire,"magic, dying and death, broom, sorcerer's apprentice, school of witchcraft, chosen one, black magic, boarding school, vision, tournament, teenager, wizard, teenage hero, based on young adult novel, adventure, fantasy, family"
Harry Potter and the Half-Blood Prince,"adventure, fantasy, family, witch, magic, broom, school of witchcraft, wizardry, apparition, teenage crush, werewolf"
Harry Potter and the Order of the Phoenix,"prophecy, witch, loss of lover, magic, cutting the cord, child hero, dying and death, broom, sorcerer's apprentice, school of witchcraft, black magic, death of a friend, sorcery, occultism, adventure, fantasy, mystery, family"
Harry Potter and the Philosopher's Stone,"adventure, fantasy, family, witch, christmas party, magic, cutting the cord, halloween, child hero, broom, chosen one, frog, fantasy world, based on young adult novel"
Harry Potter and the Prisoner of Azkaban,"flying, traitor, magic, cutting the cord, child hero, broom, sorcerer's apprentice, school of witchcraft, griffon, black magic, time travel, best friend, werewolf, dark, muggle, aftercreditsstinger, adventure, fantasy, family"
Harsh Times,"drama, action, thriller, crime, watching a movie, playing pool, vinegar"
Hart's War,"black people, world war ii, prisoners of war, u.s. army, war, escape, tribunal, trial, soldier, military tribunal, xenophobia, drama, war"
Harvard Man,"drama, gambling, sex, college, basketball, mafia, drug"
Hatchet,"new orleans, alligator, male friendship, ax, swampf, serial killer, horror, comedy"
Haute tension,"horror, thriller, mystery, mass murder, insanity, gore, survival, farmhouse, extreme violence, maniac, home invasion, bound and gagged, circular saw, new french extremism"
Hav Plenty,"action, comedy, thriller, science fiction, romance"
Hayride,"horror, thriller, haunted house, slasher"
Haywire,"action, thriller, mercenary, secret agent, rescue, foot chase, spanish"
He Got Game,"prison, father son relationship, homicide, begnadigung, release from prison, forgiveness, college, basketball, independent film, drama"
He's Just Not That Into You,"drama, comedy, romance, relationship, ensemble cast, duringcreditsstinger"
Head of State,"usa, black people, usa president, presidential election, election campaign, comedy"
Head Over Heels,"comedy, romance, supermodel, stalking, models"
Heartbeeps,"servant, future, chase, lovers, outlaw, robot, comedy, romance, family"
Heartbreakers,"comedy, crime, romance, cons and scams"
Hearts in Atlantis,"american football, billard, baseball bat, richard nixon, psychic power, american flag, wager, lingerie slip, single mother, moving, stranger, childhood, childhood friends, ferris wheel, straw hat, informant, mysterious stranger, woman crying, library card, low men, bronko nagurski, culvert, floating on inner tube, wind chime, jack of spades, clairvoyant, hires root beer, wrong number, drama, mystery"
Heaven is for Real,"drama, based on novel, faith, based on true events"
Heaven's Gate,"drama, action, history, western, montana, showdown, brothel, marshal, dance, immigrant, studies, idealist"
Heavenly Creatures,"fantasy, drama, mother, sex, secret, obsession, literature, nudity, fantasy, passion, love, friends, murder, independent film, lesbian, true, relationship"
Heavy Metal,"animation, science fiction, flying car, taxi, heavy metal, cult favorite, midnight movie, drug use, adult animation"
Hedwig and the Angry Inch,"transvestism, gay, sex, singer, transgender, glam rock, self identity, rock odyssey, reference to kant, military brat, restaurant chain, lgbt in the military, child molestation, theatrical manager, comedy, music"
Heist,"action, thriller, crime, casino, robbery, bus hijacking, heist"
Held Up,comedy
Heli,"drama, crime, drug cartel, extreme violence"
Hell's Angels,"drama, action, history, world war i, zeppelin, royal air force, royal flying corps, dogfight, airship"
Hellboy,"fantasy, action, science fiction, black magic, fistfight, cover-up, superhero, paranormal phenomena, narration from grave, demon, occult, combat photography, reanimated corpse, duringcreditsstinger"
Hellboy II: The Golden Army,"adventure, fantasy, science fiction, auction, northern ireland, resignation, superhero, rebellion, violence, spear, cut arm, split screen, superhero team, arm ripped off, super villain, remorse, self exile, vanishing figure, father son conflict"
Hellraiser,"underworld, seduction, supernatural, pinhead, revenge, undead, demon, puzzle box, attic, cenobites, body horror, horror"
Henry & Me,"animation, family, baseball, surrealism, children, new york yankees"
Henry V,"drama, action, history, romance, war, shakespeare, hero, kingdom, war, based on play, gritty, medieval, king of england"
Her,"drama, science fiction, romance, artificial intelligence, computer, love, loneliness, transhumanism, heartbreak, near future, singularity, bittersweet"
Her Cry: La Llorona Investigation,horror
Herbie Fully Loaded,"adventure, fantasy, comedy, romance, family, car race, victory, car, nascar, woman director"
Hercules,"adventure, action, mercenary, battle, ancient greece, hercules, warrior, sagen"
Here Comes the Boom,"high school teacher, prize money, physics teacher, fighting movie, budget cutting, comedy"
Here On Earth,"romance, car race, private school, diner"
Hereafter,"fantasy, drama"
Heroes of Dirt,"drama, action, bmx"
Hesher,"drama, loss of mother, clerk, grocery, loss of relative, loss of wife, briefs, duringcreditsstinger"
Hey Arnold! The Movie,"animation, family"
Hidalgo,"adventure, western, horse race, horse, racehorse"
Hide and Seek,"horror, thriller, mystery, house, imaginary friend, suspense, loss of wife"
High Anxiety,"industrialist, vertigo, hitman, lighthouse, spoof, hitchcockian, comedy, music"
High Crimes,"drama, thriller, crime, mystery, based on novel, witness, village, court, love, murder, lawyer, defense, trial, justice, husband, u.s. marine, arrested, classified"
High Fidelity,"drama, comedy, music, romance, chicago, music record, rock and roll, record store, soul, disc jockey, pop, bruce frederick joseph springsteen, record collection"
High Heels and Low Lifes,"action, comedy, crime, nurse, blackmail, teacher, best friend, bank robbery"
High Noon,"western, gunslinger, showdown, fistfight, morality, u.s. marshal, battle, justice, one against many, quick draw, brawl, street shootout"
High Plains Drifter,"western, gunslinger, desperation, outlaw"
High Road,comedy
High School Musical,"drama, comedy, music, family, tv movie, becoming an adult, musical, music, high school, school performance, high school sports, jock, teenager, clique, theater, peer pressure, teenage romance"
High School Musical 2,"musical, music, summer, teenager, summer job, country club, drama, comedy, music, family"
High School Musical 3: Senior Year,"drama, comedy, music, romance, family, musical, music, high school, coming of age, teenager, high school student, duringcreditsstinger"
Higher Ground,"baby, wife husband relationship, christian, faith, independent film, evangelical christianity, woman director, drama, thriller"
Highlander,"adventure, fantasy, action, new york, scotland, swordplay, sword, cut-off head, immortality"
Highlander III: The Sorcerer,"japan, new york, scotland, morocco, good and bad, fantasy, action, science fiction"
Highlander: Endgame,"fantasy, action, science fiction, loss of lover, antiquary, loss of powers, death of a friend, immortality"
Highway,"road movie, adventure, drama, action"
History of the World: Part I,"comedy, moses, roman empire, musical, stone age, music, julius caesar"
Hit & Run,"action, comedy, romance, witness protection, getaway driver, duringcreditsstinger"
Hitch,"drama, comedy, romance, speed date, romantic comedy, dating"
Hitman,"drama, action, thriller, crime, assassin, secret identity, intelligence, soviet union, russia, celibacy, hitman, secret society, power, power takeover, adversary, government, execution, violence, killer, based on video game, secret formula"
Hits,"drama, comedy, talent, delusion, fame, teenager, viral video"
Hobo with a Shotgun,"action, comedy, thriller, female nudity, prostitute, shotgun, pimp, underwear, dystopia, vigilante, blood, massacre, brutality, violence, spitting blood, white suit, genocide, body mutilation, extreme sadism, child killer, sawed off shotgun, flamethrower, attempted robbery, intestines, disembowelment, attempted rape, shot repeatedly"
Hocus Pocus,"witch, halloween, salem, trick or treating, spellcasting, fantasy, comedy, family"
